__label__worry,does anyone know any good rap songs? i need to make a rap/fun cd and i have no idea helllllpppp
__label__love,I want to go to Peru this summer ahhhhhhh  Hopefully  Yesyesyes  I miss it over there 
__label__empty,exortabreedoll what happen to the maids of yours? Quit once again?  
__label__sadness,I am  awake  Anybody else awake? Wish I lived in the US since all the fun happens when I am  asleep 
__label__hate,At Charle's with the power out  laughing out loud  Damn SaveMart lost power and we could not buy beer 
__label__sadness,Penguin_J heehee  i love you  i am tired 
__label__worry,my mobile phone refuses to charge either the battery is broken or the chargerrr ( booooo
__label__worry,Kirsten613 oh how i wish you would get her to sign something then send it to me or let me call you when you meet or something
__label__worry,kimberly625 hmmm I thought u were sleeping Too bad I can't see those videos until tomorrow night 
__label__sadness,Morning everyone sorry for going early last night had bad news felt totally crap  Today is a new day
__label__empty,went to the beach and it started raining
__label__sadness,how I wish my parents put me into a Chinese school when I was younger  Then it'll be so much easier for me to get a job 
__label__relief,AnthonyLucas iainfunnell Yeah physically moving too  Apparently we'll be reporting directly to Mr  Hayward 
__label__neutral,nayRyelgiuQ airport? and you didnt show up tonight homo 
__label__worry,charloro jealous it looks like schindler's list in toronto
__label__enthusiasm,I want another tatt
__label__neutral,avalonabsinthe what?  Come as you are  But erock just left bah D  
__label__enthusiasm,So I need to make a lot of money tomorrow
__label__sadness,joiskol being in your room makes me sad 
__label__worry,Nearly fell asleep but was jolted out of bed by a massive panic attack and now I am  not sure if I can sleep at all 
__label__neutral,for the gays i only made 200 tonight
__label__sadness,CocktailChic oh f*ck  I completely forgot about Thirsty Thursday  oh  my  gaga  this sucks
__label__sadness,if one people did any wrong the world blames all the people over there this is the great world which we are living in  Shit 
__label__surprise,MandyAlwaysKnws nope  they are all sleeping cuz they live on the east coast 
__label__neutral,dravenreborn I bet its cool down in SR huh? It's not here  I haven't stopped sweating since noon when dad and I were packing
__label__sadness,meljachin  eww  dislike
__label__worry,Tactical mistake  going to the city library and buying milk  Who knew? OUCH OUCH OUCH  Maybe a good thing I didn't try for uni 
__label__neutral,decided 2 trans frm relaxed 2 natural hair but i wish my whole head looked like my roots  Age of the instant gratification  
__label__sadness,SuzyDunkley sorry bout the cat
__label__neutral,needs to have an increase on her salary 
__label__worry,my stomach feels like it's touching the ground  i'm SO full
__label__love,Pug just woke me from an incredible sleep 
__label__love,ddlovato i can`t wait to hear your new album  i`m sure will be amazing please just replay to me i love you so much  
__label__worry,Sooo much work so little time
__label__sadness,missed iron chef
__label__sadness,thevowel the DS version sucks
__label__sadness,what a bad day
__label__enthusiasm,lilxamyx08 i know ridiculous  we never got to hang out i love chicago and want to go shopping  so a trip sounds like fun
__label__hate,hates the net  ayaw bumukas ng twitter
__label__worry,Ugh my internet was down 
__label__surprise,omg i didnt tweet all that much today *sadness*
__label__worry,is feeling so giddy and wanna go home 
__label__neutral,the week just wasnt the same without an adam lambert performance 
__label__neutral,rockingjude The link doesn't work
__label__worry,Up and packing  Its the last day of youth camp
__label__neutral,GOSSIP GIRL WHEN ARE YOU COMING BACK chaceeeeeee  
__label__neutral,Smh hiphop nursery rhymes
__label__worry,Somebody please save the polar bears 
__label__happiness,PandaMayhem noooooooooooo i just look at a lot of pictures  laughing out loud laughing out loud
__label__surprise,CrazyBallerina Not really sleepy  bored is the right word  again not much work
__label__worry,It has come to my attention from a 16yo friend that I've recently gained a TON of weight  He didn't know it was me 
__label__worry,guess im staying home tonight no movie-ing for me
__label__sadness,went to the cd store to search for the cd  But
__label__worry,BuzzEdition reminds me of the weather a month ago it was horrible I hope all is well hugs
__label__sadness,I miss my mom May angels lead you in
__label__love,there's really no android twitter app of Tweetie's calibre
__label__hate,on jacksonville beach walking in the cold Ass water  but have to work in the morning  ily &lt ('-')&gt 
__label__neutral,taylor_d No it's not 
__label__sadness,chocolovere i feel the same way every day
__label__sadness,Can't sleep  Sucks  The one day i have to sleep in and i have to get up and go shopping with mom  Ugh 
__label__neutral,crunchmonkey78 well i just got home and its not on till tmw at 530p but with comcast its on right now but i didnt miss it
__label__sadness,Sleppytime  Really missing my godfather right now  Love you Wayne
__label__sadness,So have a headache right now and it sucks
__label__worry,JayDz hope you sleepin well guys still here
__label__fun,i should be finished but i'm not  color drawing here i come 
__label__sadness,jwray12 Lakers baby Lakers I'll miss the game tmwr  I have to work you'll have to keep me posted please
__label__sadness,comfort food of the day  pan mee  though it didnt taste any good  
__label__worry,damn being drunk and hot sucks
__label__sadness,misses my baby 
__label__worry,is not sleeping because he has paperwork to do 
__label__worry,Showered in ice-cold water  Sweating now  Means one thing  I am  sick
__label__worry,midnight cry wish the person I wanted wanted me right now
__label__neutral,mousebudden I'ma need you to follow me real quick cause I can't DM you
__label__sadness,I am  poorly and can't sleep
__label__worry,Went to pole class  Feeling discouraged  I am hopeless when it cones to dancing or sexy moves or spreading my legs 
__label__worry,RoasterBoy And these poor unfortunate souls don't appear to have any pants at all
__label__worry,damohopo StephanieEllen If I told you how often I wash my hair you would never speak to me again
__label__worry,Looks like another sleepless night dedicated to homework  Sorry in advance Ms  Chapman 
__label__worry,why do you mock me 
__label__worry,didnt say goodnight to you
__label__hate,abguerraartist I am not a pussy  damnit  [sending you an e-mail right now by the way ]
__label__sadness,has work tom 
__label__neutral,In the Hongkong International Airport  Has to wait for 3-4 hours for our next flight to Cebu 
__label__neutral,Can't sleep and nothings on tv  
__label__love,The pics I just uploaded are the baby pics of my cats  Missy is now an adult and a pretty little kitty but Batty is in kitten heaven now
__label__neutral,KallieT oh  you've been superseeded? not good enough
__label__sadness,today we say goodbye to the second good friend in a week from dmp but at least the sun is shinning and I am  definately NOT working this pm
__label__anger,fuckin'm transtelecom
__label__boredom,is really really bored  I guess I will go to bed
__label__worry,Syo_of_the_dead I met a stranger just 10 min ago  He was stalking me at the store
__label__surprise,ModelTheany tee we beefin  what was u supposed to do before leavin????
__label__sadness,Sometimes the things you say hurt the ones you love most unintentionally  And you can never ever take it back or fix it 
__label__sadness,nickkk_ that sucks 
__label__neutral,dorkydeanna IIII know  and mean
__label__sadness,Having Fever dont feel to work
__label__worry,Taking Horse Pills hoping I can get some sleep tonight
__label__neutral,BusyGod PGPM student from where? I myself was a PGPM student about 4 years back  I wish I could stay one
__label__sadness,missing MeLDiBiAsE 6 days can't pass quick enough
__label__hate,juliaiiivir Hey  That's my school  I hate that place 
__label__sadness,Working from home today my back is killing me Doctor and then physio after later today 
__label__neutral,back to work with no distractions  
__label__happiness,ddlovato demi just say hi to me and it`s enough  just replay to me please love you so much 
__label__neutral,awwww i never noticed this
__label__neutral,heavyharts that sucks well state starts tomorrow so im headin 2 bed nitey nite
__label__worry,Looks like it's going to be too nice to work today how annoying as I have no choice
__label__neutral,mygoldmask did you guys keep a set list? I forgot to ask for one xx
__label__neutral,First impression of Silverlight  sadly based on what I saw today it's quite problematic
__label__worry,is desperatly hoping my dad takes me to vanessa's game
__label__worry,pb_and_jay hi  Fuck your job 
__label__sadness,Missing you all deeply
__label__neutral,the time you go to bed i have to get up to go to work
__label__happiness,mrssunshine96 big now  Vanessa is going to be 3 in September its going by so fast  its hard cuz Im workin so much I miss out on alot
__label__sadness,Ravels sniff sniff take care ravels  Hopefully we'll be chatting again soon  In the mean time I'll HELLA miss you 
__label__neutral,miss_cheryl Lucky now I want to teleport
__label__worry,Somebody please save the polar bears 
__label__worry,My nose is runny my head is pounding and teeth hurt like a bitch  MAN  -) I feel awful  =((
__label__sadness,I don't want her to leave  
__label__relief,Headin home Refreshed my mind and soul justa lil bit Bac to reality 
__label__happiness,good lord just seen the agency work for our upcoming Open Day  Money for Jam
__label__empty,wut do i do now????
__label__anger,Working  But it's Fridaaaayyyyy
__label__worry,At the Grove for 'Drag Me to Hell ' I hope that it doesn't suck 
__label__worry,NOLAevol so i feel like shit for saying HAPPY BELATED BIRFDAYY i'm only a month late
__label__sadness,KaliyahPjones lmao thats sad kinda discourages me 4rom goin if the shit's wack
__label__surprise,Got home from work 9  45 and JUST finished cleaning  Now I need to eat dinner and don't know what I want Ugh oh well  Might not eat 
__label__sadness,WillyNorthpole I wish I was there
__label__sadness,I miss my little Batty she was only 3 months old when she got sick she was always so fun and full of life &lt 3 Even at the very end 
__label__neutral,FC is finally up again  it's about time  i hate that this keeps happening
__label__neutral,seriously bored without anyone to talk to  but not tired enough for sleep
__label__sadness,morning again  I hate mornings  So offensive 
__label__neutral,keytar still give your computer a break omg
__label__sadness,bed bed bed samuelasanders do you never answer texts anymore? I thought of you the other day and sent one but never heard back  Sad day
__label__neutral,where u at?
__label__sadness,brianshead waah  We're no longer your peeps 
__label__sadness,angelica_yo laughing out loud wow dawg doesn't sound like you're playing  I feel bad now haha
__label__surprise,Extremly deep
__label__happiness,My little foster kittens are getting big chubba and Winston are going 2 b missed when they get amazing homes 
__label__enthusiasm,one week till exam block
__label__neutral,Forever_Yours13 I am  not at home with my cats right now 
__label__worry,hoping i didn't fail english  that would just be sad
__label__worry,Know what would be great? For my shoulder to stop hurting so I can sleep normal again  I just want/need a few solid hours of good sleep 
__label__neutral,Leno's last show was tonight  I like him better than Conan 
__label__sadness,MariusLT I am  sorry about your bad driving experiences 
__label__neutral,monpio i don't have any of that
__label__sadness,Already misses CMontecillo
__label__hate,plan may changes nooooooo
__label__hate,my sister is a douchebag
__label__surprise,fiercebanana there's relisting fees when you don't complete a sale? that sucks 
__label__neutral,eCheers Random has an a
__label__worry,I knew I should've worn the SARS mask on the plane from SoCal feeling the beginnings of a sore throat
__label__sadness,Gutted that the bathroom still isn't free- early work isn't going to happen And I need the loo 
__label__neutral,ddlovato july  too long
__label__worry,laurelexmachina awww I wish I could have been there I am  stuck here about to jab out my eyes with knitting needles
__label__surprise,astynes Me too  Wonder if Mnet will show it 
__label__neutral,Wearing glasses gives me a headache 
__label__enthusiasm,calvinharris stop talkin about food haha fill like sum nw hha hows your day goin or starting
__label__worry,finished sewing for the night uploading pictures from slidebar and beach  i cant believe i am having difficulties with twitter 
__label__sadness,thank you ddlovato (  cant wait ummm by the way  ima crash still sick
__label__sadness,First my work computer now my home laptop is fucked 
__label__worry,  liesgirlstell a guy calls her phone to see if the number is real ) ohh my phone isn't working  try tomorrow  
__label__worry,  beer  friday  melbourne  cbd  mtub  mini  cmon Thirsty and lonely  you buggers are making me feel like a scotty no mates
__label__worry,debbylovespr I know  We came back from 22 down in the 1st just to lose the lead in the last 6 minutes 
__label__worry,gosh  summer vacation is almost over here at the philippines kinda sad i wonder what section will i be in?
__label__neutral,shanajaca But feltbeats is on page 6 at Ms Twitterworld only 26 votes
__label__worry,I am  bummed that I can't wear my sweet Nike kicks to work 
__label__worry,Pickleybaby - your twitter is broken
__label__neutral,sleep  good night tweeties  down to OC tomorrow  I hope and pray that Rachyl gets better SOON 
__label__sadness,joek949 It's depressing I am  stuck inside all day
__label__worry,rachelasha I even saw the news feeds of the archie website  But can't believe he'd choose veronica  I am  disappointed
__label__sadness,i hate being sick  i miss cynthiasheree lucyowns and larilync
__label__neutral,iceweasel im eating sliders at barjohnnys  (theyre pork tho not beef still on the search )
__label__happiness,Getting ready for school - second maths test today also its my last day of 3rd year Next week i will officially be in 4th year
__label__sadness,Woke UpI Wanna Stay In My bed
__label__worry,depressed that i wasn't included in the morcom gardens quiz on facebook
__label__worry,dravenreborn yeah its still totally in the high 60s here  soooo notlooking forward to aug and sept up here
__label__sadness,Upsidedown tomato plants died 
__label__boredom,So deep its priecing my soul
__label__worry,ashleypratt Oh come on  You get next week off and I get next week full of exams 
__label__neutral,friday here at last not much fun when your skint though
__label__worry,vocabularies i know don't tell anyone i dont know if my dad told the famz yet  i think i'm taking it online 
__label__sadness,ddlovato Caan't Iht Be Earlier? ICant Wait That Long  Ahar  (  
__label__happiness,Friday yay And a bonus don't have to drive to Wales tonight  Athough will miss kitten cuddles and going for a ride
__label__worry,My children have promised me birthday brekkie in bed  There's a problem with that in that there's bugger all food in the house
__label__worry,RDeRozario woops  I only just realized my DMs to you are not going through
__label__neutral,I don't think I will be able to get out of bed tomorrow morning we will seeeee 
__label__surprise,I cant use my blackberry today  This sucks 
__label__enthusiasm,Q  what studio created 'Open Season'? should google it or look at the dvd downstairs but feeling lazy
__label__neutral,the times they are a changing
__label__sadness,prncsztalia why do you hate me ?
__label__hate,time for tv in bed Then spending all day catching up on studying i hate online summer classes
__label__neutral,slickiris video is not available to us foreigners
__label__sadness,Wanted to visit the animals but we were too late
__label__worry,prime8507 PC I agree  We have a problem  We must stop spending and only work 
__label__sadness,  jonaswebcast i just missed it  
__label__hate,Dang it  I REALLY look like crap Sigh only had 35mins to shower and 10mins to get ready
__label__neutral,waiting to get picked up 
__label__sadness,So exhausted  can't sleep  I don't like these nights
__label__sadness,i'm gonna miss all the live Comet action tomorrow  i have to go take care of my cousins and they don't have access to the interwebz
__label__surprise,laughing out loud i cant drink  
__label__surprise,if bill compton has wii why can't he have twitter?
__label__sadness,NothinButSin sorry to hear that 
__label__worry,Morning  Sports day today and I have to do the three-legged race with Weefeetfrankie Mr Pettigrew said I am  not aloud to trip her up
__label__sadness,Just found out I can't drink at this bar  Booo missing e1 at palomino's  No cheers sad face
__label__worry,Cannot sleep  2+ hours of tossing and turning 
__label__worry,Omg going to die of swine flu when I go to Melbourne
__label__anger,Packing I don't like it  
__label__neutral,Giggles_xo  dang it so its not certain? are you okay?
__label__neutral,wishes Dave Gilmour and Roger Waters would re-unite for a Pink Floyd concert
__label__sadness,finished a whole box of ice cream
__label__neutral,In 1 horse town + 2 blown out car speakers =
__label__neutral,Someone make me a cofffeeeeeee  
__label__worry,crispynoodles plus I just deposited tax return cheque but for first time in 7+ years it didn't clear immediately
__label__love,Photo  martwo  oh my God! i love you i accadentally deleted this photo yay hes SO beautiful
__label__worry,AshleighRyder I knooww    my hot water bottle iss in whangamata without me 
__label__neutral,My nose is stuffy
__label__neutral,last night in newport
__label__relief,charlieboy808 thanks for the rt and sorry about your new place with the domestics
__label__happiness,Ok other then my shoe the club is cool  Its fun and its poppin except 4 the ppl tryna dance wit me
__label__worry,Holy crap  It's raining in LA and I don't have a jacket  oh no 
__label__neutral,Aright Twitter Fam  guess ima be outties gonna try n sleep off some of this horrible pain
__label__neutral,Baby was not herself after recieving vaccines
__label__worry,Wish I could attend E3 this year  But these small events like the NBA and Stanley Cup Finals keep getting in the way Work work work 
__label__happiness,o0hemmy laughing out loud hi emmy latin would help me study for the aptitude tests to get into grad school  \ thats why i wanna take it
__label__sadness,chrisontv88 by the way  I am not a wimp
__label__relief,kaseypoteet laughing out loud yeah yeah you big perv  ) Was hoping to see you next week but scrapped plans
__label__worry,Rejecting all food substances 
__label__worry,bigyahu no I was trying to interview Dr Paul Twomey CEO of ICANN  Phone issues cut the interview from 30 mins to 15 
__label__sadness,queenbmakeup i can't add you on myspace girly it asks for a last name and email
__label__hate,back at Vienna ( ) sooo tired luggage lost Manchester 'd been great - very good outcome from Seminar at MBS    great people around  
__label__worry,meghanwong don't think i can take a needle  watched a horribly gory short film on drugs a few months ago  i'm scarred for life 
__label__sadness,I don't wanna go back to work  sleepy time 
__label__worry,jprestonian It feels not good 
__label__neutral,watching The Biggest Loser on Hallmark  Never fails to make me cry nyeh 
__label__neutral,zaharh that sucks  how old are you actually?
__label__worry,Thinking about getting up for work
__label__neutral,Still confuse 
__label__worry,I was a very naughty girl tonight  dissappointed with myself
__label__worry,rbuerckner That's better than Missy 8 telling me I should be on The Biggest Loser
__label__sadness, No  he goes for Orlando  oh my God! I am  gonna CRY 
__label__surprise,Ah sweet I miss that age so much  
__label__surprise,Just saw a fox  as i was getting on the freeway  I hope it goes home
__label__neutral,scratch that  sleep on a stage bound 
__label__surprise,recapping on britains got talent  britain seems more talented than america
__label__neutral,official Tila I can not get it. it's going to your old messages?Help
__label__love,good time Rocking out open mic thanks for all the love and support  Now working on Business plan presentation  No CG again tonight
__label__neutral,Swimming is a no go for me
__label__sadness,Morning John yes I do however I have a diary clash and sadly can't attend 
__label__sadness,I miss my friend
__label__neutral,oh I see I see haha. my summer is filled with ONE Course that lasts for the whole summer
__label__sadness,Yeah i just saw this really sad commercial
__label__sadness,Hmmm  Using TinyTwitter on a small non-touch screen is really not much fun
__label__fun,plantweb Lettuce    spinach does best in cool weather I live in florida  not much luck growing those  
__label__love,IkramShahnawaz Oh I love them but when I think about the kind of preservatives they're using to stay just-baked it kinda makes me sick
__label__neutral,Unfortunately not
__label__worry,my new lens isn't working  It worked for a bit and now gives an fEE error
__label__sadness,Hates having to sleep alone
__label__empty,Needs a new phone
__label__worry,back at school again  almost weekend  oh wait i gotta work from eight to four tonight
__label__sadness,I loved johnny carson now I am  going to hate seeing jay
__label__sadness,even though everyone wanted to do a newish song and our teacher agreed  S old grumpy doesn't like us happy haha
__label__worry,doing my english essay that i should have done a long time ago when it was assigned last thursday
__label__worry,I think I do it too much  
__label__sadness, i was suffering the whole day yesterday  met dentist and feel a bit better  i still look like rocky balboa though
__label__worry,I didn't end up really eating had more snacks  sigh
__label__surprise,FINALLY the internet is up  The server is down in Phoenix and it was fucked up 
__label__worry,sorry guys i have to drop out of the trip  some personal commitments  
__label__sadness,I didn't get a callback for the play I cried  oh well I guess it's back to being a techie  
__label__happiness,Awesome  Wish I could fly out to see her
__label__sadness,I kinda wish I went with you now  I can't fall asleep
__label__relief,nope het is LOST  found he
__label__worry,At Rocky Cola Diner in Whittier tonight with teacher pal Mr  B we had a great time chatting but no one else came 
__label__neutral,Off to bed Still exhausted from Vegas
__label__love,heresmyhello92 laughing out loud very true  Maybe next year  I loooved that siggy and I don't remember what the password for the mod thing was Cake?
__label__worry,ummm sooo yeh  its really hard to concentrate rite now wen i have this weird  lupus feeling goin thro my body
__label__worry, OUCH That looks so painful
__label__neutral,Took a 4 hour nap after work today and won't be able to sleep all night  This is a bummer
__label__fun,I know I enjoy watching you two on twitter  About as entertaining as the comic  That I miss
__label__neutral,Loving lil ken and absolutely dreading saying goodbye in less than a week
__label__sadness,Not yet  sorry
__label__worry,All I want to do is sit back  relax for a little while  How can that be this difficult? 
__label__worry,I thought I was your best friend?
__label__sadness,FALL ASLEEP ON ME AGAIN But I know how it feels now laughing out loud  Drag Me To Hell tonight  Quite excited
__label__worry,god i cant even catch public transport  swine flu is shit house
__label__worry,Dad just said that our trip to UK is cancelled due to da swine flu  Ooops  Sorry abang 
__label__neutral,asks for karma points please  
__label__love,Hahaha  Alright 
__label__hate,i have to wake up earlier than i thought my dad wants me to take him food at 9AM  no no no 
__label__happiness,someone take me to LA I NEED TO SEE THE LEMON TREE
__label__sadness,um  so I don't think my text msgs have a subject line  I fail
__label__sadness,tummy ache 
__label__surprise,Math quiz  If Meow = but Allergies =  then Meow + Allergies = ?
__label__love,wants see my friends
__label__worry,goddessfleur youre so far away I don't know what to do  
__label__neutral,L A  said wipe the slate clean before the jelly 
__label__happiness,who's the one always working now? oh yeah still me 
__label__neutral,Unless that invite comes with a beta key I am  not going to be much help 
__label__neutral,not where i live 
__label__sadness,I am  sorry Andrew  I wish there was something I could do 
__label__sadness,as if i finsh work at eleven IS THAT EVEN ALLOWD? cauz i really dont want to laughing out loud
__label__empty,Is ANYBODY up? I am  sooo bored 
__label__sadness, i'm not at chaseton's either please don't die. my heart will be really sad
__label__happiness,that was an interesting show to say the least  recap tomorrow  first i must sleep  work in am 
__label__worry,oh its feels like a hot box and no matter where i go in here it still feels like a hot box  ice cream isn't working n e more
__label__worry,Very Sad please get better Grandma
__label__worry, i hate everything
__label__worry,Gosh  Today's weather is horrible and terrible  Extreme hotness  I am  losing a lot of water weight by doing nothing  - http  //tweet sg
__label__worry,Is taking a moment to reflect I want my annonymity backFB Is it safe to say anything about someone else to another friend again?
__label__surprise, Hey Peter thanks for the follow  So many Sydney pastors tweet  Shame no Bris pastors are on Twitter  we're behind 
__label__neutral,Damn hi Facebook ? what's wrong with you ? can't add photos
__label__surprise,aku kbangun gara2 mimpi manyolitha very bad dream
__label__neutral,4 more followers follow me and I'll love you
__label__worry, too annoying 
__label__neutral,textdrivebys i dont even have a WII  but likes xbox so that's what we have do you use it?
__label__sadness,I can't sleep this is so darn frustrating 
__label__neutral,thunder_express i didnt get to see it tonight
__label__fun,My BFF rocking Hotel California now  No NKOTB songs  done stay the same  What's next? Hmmm Careless whisper 
__label__sadness,just one of those days where loneliness creeps up on you and slaps you in the face 
__label__sadness,RIP kelly fuck
__label__worry,well I don't have vacations so let's NOT go there
__label__worry,I think I am being ignored by my best friend jake.i hate being ignored. we all know how things go with him
__label__love,By the way I didn't end up having time to go this week I am  sosorry  Next week for sure 
__label__neutral,2nd to last episode of jay leno it will never be the same
__label__sadness,Not feeling too good
__label__sadness,Ok  Time to nod off its gonna be a long day tomorrow  Saying goodbye to my car for good
__label__neutral,just my luck 
__label__worry,Taking a nap after work=no sleep right now  The nap felt soooo good but now it seems like a bad idea
__label__worry,is going home  I've seriously had enough
__label__enthusiasm,Counting the minutes when my dad's g-friend is leaving
__label__sadness,i miss oklahomaaaaa listening to citizen cope till i pass out 
__label__neutral,so tense so emotional so not me  
__label__enthusiasm, Have fun  I miss you guys a lot 
__label__worry,that makes me sad for you
__label__neutral,playing the game of watching straight people hook up but can't leave because of another reason
__label__neutral,yeah work today never mind only one day then sun sun sun  
__label__worry,Feels like I am going to cough up a lung
__label__sadness,its funny  i'm kinda sad on my last day
__label__neutral,I don't think it was either  But I can't remember it 
__label__neutral,anyone got Job's live chat video? i was school I saw joe hug and tackle nick laughing out loud
__label__sadness,Jenny fell asleep and didn't come over
__label__worry,Why do we love those that we cannot have?
__label__sadness,Wishes you had teased me with movie night
__label__worry,I lost 4 followers over night nobody likes me
__label__sadness,I've missed one this year.  It's the forbidden fruit  Of all the trees in the garden I munch in disappointment on that one 
__label__worry,I want a new phone I've seen too much cellphone commercials
__label__worry, I am  soo sad  It's just on the edges of the pages but it's not gonna come out  *cries*
__label__worry,this time i really need to shut it i'm going to sleep  my head aches badly and i really can't take it  
__label__sadness,IvanaE i love it to but i know there gna cut stuff out on tv
__label__neutral, because you bragging
__label__sadness,JoannaAngel I do But Im on a strict diet ugh I feel like if i cheat for one day Ill throw everything up 
__label__worry,Oh no hubs is so sick  I hope I don't catch it
__label__neutral,lawikyn ze Franz has not friended me i think they think i'm a creepy stalker or sommat  Hmph 
__label__hate,Taking back the HORRIBLE shoes my mum made me get urgggh  They are some nasty footwear  Problem is I can't find any other shoes 
__label__worry,Ran out of money  I r a sad panda
__label__neutral,And then you find out today they had there first kiss  }
__label__sadness,So Cal Dachshund Rescue found a home for my foster pup Max  I am  soooooo sad to see him leave
__label__sadness,wow I feel like ish and I really feel bad because those ignorent aholes wont overturn prop 8
__label__sadness,off to work now finish about 9pm booooo 
__label__sadness,Wishes you hadn't teased me with movie night
__label__worry,But gotta wiat till next week by the way  you from Mumbai itself?
__label__neutral,dont know why so tired today bye time for beddy
__label__empty,intentando intentarlo ONCE AGAIN 
__label__sadness,maybe i should take up drinking again feel as if i have a massive hangover still not self today
__label__worry,i have a really bad head ache gonna go to bed i might be back maybe not bye bye
__label__worry,friends from Traveller's Tales held a farewell party for me but I kinda disappointed them that I would still be here until September. My fault 
__label__hate,night 5 not talking to my victor i'm so bored at night now  grrrr i hate this shit
__label__enthusiasm,I am going to die tomorrow night  emilazy should be here 
__label__hate,gonna get off to try and catch some Z's no more high school after tomorrow  which really sucks i wish i didn't have to grow up 
__label__neutral, morning what you having for breakfast? I cant decide
__label__sadness,should be sleeping  lost my voice a couple day ago 
__label__neutral,did I mention my BF bubbled the WSOP employees event after 12 hrs with AA Working doubles now for the next 6 weeks
__label__sadness,I was too sleepy earlier and i didnt get to see matt
__label__love, the xt launch was amazing  so much free stuff thanks to the edge and telecom  found the phone i want cannot afford it yet though
__label__worry,Oh yeah i'm the poorest person of all  But i shouldnt joke about that poor other people
__label__sadness,I just realized I spelled adorable wrong when I tweeted mindykaling she must hate me now
__label__neutral,But now it's gone
__label__worry,oh well i hope she gets better
__label__worry,who are the crew? please dont be me  i dont think it is but i could be wrong i have been a number of times 
__label__sadness,how to have a glowing face? my complexion is always so pale
__label__sadness,Downloadfestival's lineup isn't as good as i thought it was  There are some other awesome bands doing the festivals but missing DL
__label__worry,haven't watched gossip girl in ageeees  and need one tree hill season 3  god i'm so slow
__label__relief,You're cycling though that's good  Healthy eating Healthy and eating are a contradiction in terms 
__label__hate,Sooo I am  kind of sick and tired of the bullshit that guy dish out 
__label__love,I hate you Fleetwood is my favorite band I am  so jealous ok I still love you haha
__label__surprise,So wish the Carlton game was on live stupid channel 7 laughing out loud 
__label__worry,Up early again tomorrow  heading to bed now  I keep saying I am  going to take a midday nap but it hasn't happened this week yet 
__label__empty,says morning everyone off to work in 10 minutes
__label__love,i know i know but i had only been a gamer for like 2 years when i made that attempt laughing out loud yea i loved F1 to an extent
__label__neutral,It's 4 p.m Friday he left at 6 a.m Thursday surely he should be there now
__label__worry, I am  so sorry you gotta let me know  I've been booked all week 
__label__happiness,ahaha oh man please come to pomona i would love to see you everyday instead of like once a year if that
__label__worry,I miss you  Come to Michigan like now  I can't wait till July
__label__neutral,maybe a good night's sleep for everyone?
__label__worry,assignment due next week and have english homework  
__label__worry,forgot his access card in the carï¿½too lazy to fetch it
__label__neutral,Yeah its tough to keep it going  Sometimes I am  not sure its worth it 
__label__fun, such a dissapointment hhaha
__label__worry, are you okay? I see a lot of your posts  your exercising like mad not eating or sleeping
__label__sadness,oh no my tweetdeck is malfunctioning  Oh I will have web will it be fixd
__label__sadness, i'm sorry about you are still sick you know most of them AND i know that u will guess the pelzer present  -)
__label__sadness,Too bad my cable is off as of friday
__label__worry,What happened? I am  afraid I missed a large part of the story
__label__neutral,Work at 5  45 a.m 
__label__neutral, Hell yes  I am  too late 
__label__worry,Dell FX100 Pc-over-IP audio device  is giving me a hard time in  Linux  Ubuntu Jaunty Kernel isn't loading the driver
__label__sadness,Just got my ass kicked in Tripoly laughing out loud I got such bad cards  i suck
__label__fun,creeped it up at the ice cream social  good times  lars and the real girl such a sad movie
__label__worry,sooo Hot in here 
__label__worry,closeness or distance? closeness  but now everything seems so distant 
__label__sadness,And another one bites the dust
__label__worry,Ah My Let The Right One In DVD broke
__label__enthusiasm,drewseeley hey i loved ACS but i had to see it online is not here yet  cant wait to buy it  you look amazing there
__label__worry,my thoughts dwell on a certain person
__label__worry,my work uniform is on the washing line
__label__worry,oh shit i just realized she still not talking to me it b like dat some times  
__label__sadness,on my 42nd written fuck i get less ideas every day and every day
__label__worry,it doesn't match up laughing out loud and i have nothing to discuss  but i did do the thing 
__label__worry,not this part unfortunately 
__label__worry,dude i didn't know it was a personal experience  sorry something like that went down
__label__worry,well I just randomly woke up and now I can't sleep  Too many things on my mind
__label__worry,me too baby  Miss you
__label__neutral,Since obviously living in Alaska only a few radio stations we get here 
__label__hate,i just murdered two fucking mouses  now i cant sleep
__label__neutral,hey what's my tatoo say?
__label__neutral,I don't have a VCR 
__label__sadness,I wish I could have time for my xbox project all tied
__label__worry,all my pancakes always end up soggy 
__label__worry,4 very big ?for lunch ate more but not work more Work less but eat more what can I do w/h it? Too useless become 
__label__hate,so bummed like really bummed i hate this rain ruin my date 
__label__hate,Working late at night on a Dell notebook Dell's quality has gone down hill warrenty service sucks too poor people buy a Mac instead
__label__surprise,Wow  That hurt way worse than i thought it would 
__label__worry,Why do none of my thoughts make sense when I am  sober?
__label__neutral,I know right but hopefully something comes up though
__label__worry,I can't to sleep and tomorrow i must wake up too early
__label__worry, As it is now my body has already developed a mind of it's own but that mind refuses to co-operate with set schedules
__label__neutral, supposed to be back Sun (via private jet by the way   o) but mite hav to stay bymyself (thnk god) for another week    want Bruno 
__label__sadness,And trash repops  Getting it tomorrow night I suppose 
__label__worry,Nursing bruises from motorbike crash on Wednesday night leaving London workplace  The ground is so much harder the older you get
